Price/Rent (Euros),Bathroom,Type (Rental/Housing),Rooms,Bedrooms,Area (m²),Arrondissement,ZipCode
1850000,3,Housing,5,3,128.31,17,75017
2080000,3,Housing,5,3,146.44,16,75016
2050000,2,Housing,5,2,165.0,8,75008
890000,1,Housing,2,1,49.17,16,75016
1140000,2,Housing,5,2,88.1,14,75014
1200000,2,Housing,4,2,112.0,15,75015
3250000,2,Housing,8,2,188.52,16,75016
1230000,2,Housing,3,2,85.0,3,75003
950000,3,Housing,4,3,100.02,16,75016
2500000,2,Housing,4,2,111.38,1,75001
55000,0,Housing,4,0,95.0,6,75006
2650000,2,Housing,7,2,164.65,17,75017
1990000,4,Housing,6,4,164.43,7,75007
3120000,2,Housing,5,2,150.0,14,75014
1870000,3,Housing,5,3,119.16,1,75001
430000,1,Housing,2,1,37.18,5,75005
1890000,3,Housing,4,3,80.23,6,75006
895000,0,Housing,2,0,47.0,16,75016
2190000,2,Housing,5,2,124.0,7,75007
1050000,2,Housing,4,2,96.16,3,75003
495000,1,Housing,2,1,32.0,15,75015
314900,2,Housing,1,2,22.1,16,75016
3225000,6,Housing,6,6,230.05,16,75016
1150000,2,Housing,5,2,125.14,16,75016
2100000,3,Housing,5,3,147.0,5,75005
1265000,2,Housing,5,2,99.04,16,75016
2200000,3,Housing,3,3,94.81,6,75006
1270000,0,Housing,4,0,80.71,6,75006
1460000,0,Housing,5,0,107.0,16,75016
1085000,2,Housing,3,2,74.63,11,75011
1830000,1,Housing,4,1,106.04,4,75004
1297000,2,Housing,4,2,84.16,8,75008
1920000,0,Housing,4,0,140.26,16,75016
795000,1,Housing,4,1,43.0,6,75006
2250000,3,Housing,5,3,138.0,7,75007
2400000,0,Housing,5,0,122.0,6,75006
1795000,2,Housing,5,2,121.78,16,75016
1100000,1,Housing,5,1,70.53,3,75003
3000000,3,Housing,4,3,106.95,6,75006
500000,1,Housing,2,1,41.22,17,75017
1290000,3,Housing,5,3,108.39,8,75008
2495000,4,Housing,6,4,205.1,16,75016
1950000,3,Housing,5,3,145.73,8,75008
920000,2,Housing,4,2,95.0,16,75016
860000,3,Housing,5,3,113.0,16,75016
1550000,3,Housing,4,3,118.0,16,75016
1475000,2,Housing,4,2,100.0,15,75015
860000,2,Housing,3,2,61.65,4,75004
819000,2,Housing,3,2,54.0,4,75004
840000,2,Housing,2,2,78.28,16,75016
1550000,2,Housing,4,2,130.0,16,75016
30000,2,Housing,2,2,20.0,17,75017
850000,3,Housing,2,3,66.0,7,75007
1990000,3,Housing,4,3,89.53,4,75004
3125000,5,Housing,6,5,183.1,15,75015
787000,3,Housing,3,3,56.9,4,75004
1936000,3,Housing,4,3,112.7,4,75004
1500000,4,Housing,5,4,86.21,7,75007
1995000,3,Housing,5,3,120.0,7,75007
1130000,2,Housing,6,2,118.02,5,75005
370000,1,Housing,1,1,35.53,17,75017
3500000,2,Housing,8,2,233.0,6,75006
995000,2,Housing,3,2,68.06,5,75005
3360000,2,Housing,5,2,152.23,7,75007
1090000,2,Housing,4,2,107.0,8,75008
1295000,1,Housing,4,1,76.0,6,75006
1030000,2,Housing,4,2,61.55,2,75002
660000,2,Housing,3,2,50.73,17,75017
550000,2,Housing,2,2,48.29,16,75016
60000,2,Housing,4,2,95.0,16,75016
1195000,3,Housing,6,3,122.0,16,75016
1995000,3,Housing,5,3,157.25,16,75016
1350000,2,Housing,3,2,77.21,7,75007
1240000,2,Housing,3,2,79.75,3,75003
2400000,2,Housing,5,2,151.55,14,75014
2350000,5,Housing,6,5,181.0,17,75017
2250000,4,Housing,6,4,150.02,16,75016
950000,1,Housing,3,1,76.06,10,75010
295000,1,Housing,1,1,28.5,15,75015
778000,1,Housing,3,1,56.1,5,75005
1290000,3,Housing,3,3,107.25,16,75016
2850000,3,Housing,5,3,130.0,7,75007
1290000,1,Housing,4,1,88.05,16,75016
792000,1,Housing,2,1,31.71,2,75002
472500,0,Housing,1,0,33.42,6,75006
1160000,2,Housing,5,2,95.12,5,75005
550000,1,Housing,2,1,36.0,4,75004
995000,2,Housing,4,2,78.74,5,75005
1355000,3,Housing,4,3,91.64,16,75016
1750000,2,Housing,6,2,144.0,8,75008
2050000,2,Housing,5,2,165.0,8,75008
930000,3,Housing,3,3,83.77,14,75014
2150000,2,Housing,6,2,143.0,1,75001
1600000,3,Housing,5,3,88.76,6,75006
1500000,3,Housing,3,3,64.52,7,75007
1150000,2,Housing,3,2,76.56,5,75005
1700000,2,Housing,5,2,101.24,7,75007
1650000,2,Housing,6,2,125.02,17,75017
530000,2,Housing,2,2,45.33,10,75010
950000,2,Housing,3,2,62.0,3,75003
790000,1,Housing,2,1,57.45,16,75016
715000,2,Housing,2,2,50.27,6,75006
200000,1,Housing,2,1,21.27,9,75009
1620000,3,Housing,5,3,125.67,17,75017
1510000,2,Housing,4,2,96.0,9,75009
3200000,3,Housing,6,3,231.0,8,75008
1000000,2,Housing,3,2,54.29,6,75006
1990000,3,Housing,4,3,116.54,7,75007
1479000,2,Housing,3,2,91.09,3,75003
1730000,2,Housing,4,2,108.0,7,75007
2530000,3,Housing,5,3,153.0,16,75016
1590000,3,Housing,3,3,87.4,14,75014
620000,2,Housing,2,2,55.02,13,75013
350000,2,Housing,1,2,95.0,16,75016
1890000,3,Housing,4,3,105.93,16,75016
2400000,2,Housing,5,2,116.73,6,75006
30000,2,Housing,3,2,43.64,16,75016
1950000,4,Housing,5,4,115.23,7,75007
2490000,3,Housing,6,3,152.48,6,75006
2650000,3,Housing,7,3,227.18,9,75009
980000,2,Housing,4,2,76.51,14,75014
1050000,2,Housing,2,2,67.55,4,75004
1410000,3,Housing,5,3,113.0,16,75016
1990000,2,Housing,4,2,119.96,6,75006
3250000,2,Housing,7,2,165.0,7,75007
1390000,4,Housing,6,4,152.0,16,75016
1500000,3,Housing,5,3,138.0,2,75002
420000,1,Housing,2,1,55.08,18,75018
3400000,5,Housing,9,5,268.17,16,75016
480000,2,Housing,3,2,43.64,16,75016
940000,2,Housing,3,2,83.43,16,75016
1840000,3,Housing,5,3,130.0,4,75004
1050000,2,Housing,4,2,92.02,7,75007
2150000,3,Housing,4,3,125.11,4,75004
545000,2,Housing,2,2,53.44,16,75016
2950000,5,Housing,6,5,213.0,8,75008
1370000,2,Housing,4,2,94.7,15,75015
1450000,2,Housing,4,2,87.08,7,75007
1100000,2,Housing,4,2,78.52,4,75004
540000,1,Housing,1,1,45.08,10,75010
1295000,2,Housing,3,2,87.0,16,75016
1250000,2,Housing,4,2,89.01,16,75016
790000,2,Housing,2,2,57.18,16,75016
445000,1,Housing,2,1,38.75,17,75017
1095000,3,Housing,4,3,111.85,17,75017
1080000,3,Housing,4,3,111.87,17,75017
320000,1,Housing,1,1,20.38,3,75003
735000,1,Housing,2,1,35.34,6,75006
698000,1,Housing,2,1,54.89,11,75011
621000,2,Housing,3,2,47.3,17,75017
1550000,3,Housing,4,3,118.09,16,75016
575000,1,Housing,2,1,33.53,6,75006
1290000,2,Housing,5,2,102.08,8,75008
2100000,2,Housing,7,2,166.34,17,75017
2200000,3,Housing,5,3,140.0,7,75007
430000,2,Housing,2,2,34.52,1,75001
1050000,3,Housing,5,3,99.47,15,75015
1150000,1,Housing,2,1,60.0,16,75016
1290000,2,Housing,4,2,77.0,16,75016
1530000,2,Housing,5,2,129.12,11,75011
950000,2,Housing,4,2,85.82,14,75014
355000,1,Housing,2,1,26.32,5,75005
640000,1,Housing,3,1,59.3,16,75016
695000,2,Housing,2,2,49.05,14,75014
990000,2,Housing,3,2,74.56,11,75011
540000,1,Housing,1,1,31.26,6,75006
700000,1,Housing,2,1,43.79,6,75006
70000,2,Housing,4,2,95.0,16,75016
1355000,3,Housing,5,3,99.0,17,75017
400000,1,Housing,1,1,15.39,6,75006
330750,2,Housing,1,2,20.89,6,75006
283500,2,Housing,1,2,17.53,6,75006
1260000,2,Housing,3,2,73.98,8,75008
740000,2,Housing,2,2,40.0,1,75001
1999000,3,Housing,5,3,146.0,16,75016
1050000,2,Housing,3,2,64.53,3,75003
1790000,2,Housing,5,2,103.57,7,75007
1280000,3,Housing,5,3,109.0,13,75013
1870000,3,Housing,5,3,155.0,8,75008
1795000,2,Housing,6,2,123.04,17,75017
270000,1,Housing,1,1,21.11,5,75005
119000,1,Housing,1,1,9.45,17,75017
655000,2,Housing,2,2,24.69,6,75006
1498000,2,Housing,3,2,95.0,16,75016
2850000,6,Housing,7,6,191.0,7,75007
1100000,2,Housing,3,2,56.08,6,75006
3100000,2,Housing,5,2,150.04,7,75007
1420000,2,Housing,3,2,75.19,6,75006
2150000,3,Housing,4,3,104.03,6,75006
2940000,2,Housing,5,2,157.26,4,75004
1950000,3,Housing,5,3,143.16,16,75016
1500000,3,Housing,6,3,92.0,6,75006
2220000,3,Housing,5,3,152.94,9,75009
1600000,3,Housing,5,3,114.0,16,75016
1310000,1,Housing,2,1,64.68,4,75004
2037750,2,Housing,4,2,104.29,3,75003
995000,2,Housing,3,2,74.42,7,75007
3380000,3,Housing,5,3,224.8,7,75007
1340000,3,Housing,5,3,81.5,5,75005
2900000,2,Housing,5,2,180.0,6,75006
1190000,3,Housing,4,3,105.0,16,75016
750000,2,Housing,2,2,62.0,16,75016
870000,2,Housing,4,2,73.06,16,75016
2290000,3,Housing,5,3,187.84,8,75008
1370000,3,Housing,5,3,137.22,16,75016
2550000,2,Housing,6,2,149.0,5,75005
425000,1,Housing,2,1,42.54,16,75016
2500000,2,Housing,7,2,174.58,5,75005
790000,2,Housing,4,2,56.11,17,75017
3500000,3,Housing,5,3,144.99,17,75017
1490000,3,Housing,4,3,86.22,6,75006
1290000,3,Housing,5,3,118.03,17,75017
2650000,1,Housing,4,1,88.0,4,75004
1550000,1,Housing,2,1,65.0,8,75008
1400000,0,Housing,5,0,118.0,16,75016
2895000,2,Housing,6,2,211.87,16,75016
1350000,3,Housing,5,3,128.24,16,75016
355000,1,Housing,1,1,35.0,14,75014
1100000,2,Housing,3,2,92.0,3,75003
1475000,2,Housing,4,2,100.0,15,75015
595000,1,Housing,2,1,34.37,6,75006
1295000,2,Housing,2,2,65.48,7,75007
960000,2,Housing,4,2,79.43,17,75017
2990000,2,Housing,4,2,112.6,7,75007
1400000,2,Housing,4,2,93.75,4,75004
1470000,3,Housing,3,3,96.76,8,75008
1800000,1,Housing,6,1,180.0,13,75013
2600000,2,Housing,6,2,143.65,6,75006
1490000,3,Housing,4,3,83.82,9,75009
2500000,2,Housing,6,2,122.7,6,75006
1750000,2,Housing,4,2,75.56,15,75015
1495000,3,Housing,4,3,87.77,15,75015
1750000,3,Housing,5,3,141.47,17,75017
715000,1,Housing,2,1,44.0,5,75005
730000,1,Housing,2,1,52.67,1,75001
1470000,3,Housing,3,3,94.01,17,75017
890000,1,Housing,2,1,59.06,7,75007
1495000,2,Housing,4,2,95.21,4,75004
1895000,4,Housing,7,4,154.0,16,75016
2400000,3,Housing,5,3,187.13,17,75017
350000,2,Housing,1,2,26.0,5,75005
1630000,2,Housing,5,2,101.7,18,75018
995000,2,Housing,3,2,75.3,4,75004
3390000,2,Housing,3,2,122.9,6,75006
1600000,2,Housing,4,2,110.6,6,75006
1580000,3,Housing,5,3,137.0,16,75016
630000,2,Housing,2,2,36.04,6,75006
440000,1,Housing,2,1,33.75,8,75008
2037000,3,Housing,5,3,125.05,7,75007
1035000,2,Housing,3,2,84.5,16,75016
1750000,2,Housing,5,2,108.0,3,75003
3280000,3,Housing,4,3,137.67,7,75007
922000,2,Housing,3,2,72.0,16,75016
1580000,2,Housing,3,2,76.09,6,75006
350000,0,Housing,1,0,22.5,6,75006
1500000,2,Housing,5,2,121.51,16,75016
1990000,3,Housing,5,3,113.86,5,75005
2790000,3,Housing,6,3,168.77,6,75006
599000,1,Housing,2,1,38.58,16,75016
997500,0,Housing,3,0,73.93,18,75018
1150000,2,Housing,3,2,75.5,4,75004
2900000,3,Housing,5,3,158.38,6,75006
1390000,2,Housing,4,2,80.56,16,75016
120000,2,Housing,4,2,95.0,8,75008
580000,0,Housing,2,0,38.51,7,75007
990000,2,Housing,4,2,96.14,16,75016
1830000,3,Housing,4,3,120.88,5,75005
2850000,3,Housing,5,3,143.06,3,75003
780000,0,Housing,4,0,66.35,3,75003
1155000,2,Housing,2,2,51.23,6,75006
1250000,2,Housing,4,2,93.0,16,75016
1550000,4,Housing,6,4,155.5,17,75017
2495000,2,Housing,4,2,95.61,6,75006
700000,1,Housing,2,1,48.76,6,75006
1990000,4,Housing,5,4,151.0,8,75008
2675000,4,Housing,10,4,230.0,16,75016
2350000,3,Housing,4,3,127.0,8,75008
2500000,4,Housing,5,4,108.09,14,75014
1600000,0,Housing,3,0,93.67,7,75007
950000,3,Housing,5,3,96.76,20,75020
2760000,3,Housing,6,3,196.15,7,75007
640000,1,Housing,3,1,40.37,6,75006
2350000,4,Housing,6,4,175.0,16,75016
1440000,2,Housing,5,2,120.0,13,75013
1700000,2,Housing,4,2,81.1,6,75006
299000,1,Housing,1,1,29.0,15,75015
2990000,4,Housing,11,4,307.15,17,75017
1650000,3,Housing,5,3,127.0,7,75007
1100000,2,Housing,4,2,99.33,16,75016
1140000,2,Housing,2,2,51.9,7,75007
3450000,0,Housing,7,0,256.13,16,75016
1895000,3,Housing,5,3,150.12,7,75007
1995000,3,Housing,5,3,151.31,7,75007
1850000,3,Housing,5,3,151.0,16,75016
2895000,3,Housing,7,3,205.0,7,75007
1670000,3,Housing,5,3,110.65,14,75014
1495000,3,Housing,4,3,120.29,17,75017
3100000,2,Housing,5,2,138.48,7,75007
2970000,5,Housing,6,5,181.69,16,75016
685000,2,Housing,3,2,65.3,12,75012
670000,1,Housing,2,1,37.16,6,75006
1400000,3,Housing,5,3,114.47,9,75009
2985000,6,Housing,7,6,244.15,13,75013
1690000,2,Housing,5,2,106.1,17,75017
2995000,4,Housing,5,4,160.0,3,75003
3500000,3,Housing,5,3,145.35,6,75006
3400000,4,Housing,6,4,177.17,5,75005
473000,0,Housing,1,0,35.0,13,75013
860000,2,Housing,2,2,50.16,4,75004
2400000,2,Housing,6,2,165.0,6,75006
1395000,2,Housing,5,2,95.05,15,75015
805000,2,Housing,3,2,68.0,9,75009
640000,1,Housing,2,1,39.36,8,75008
2290000,5,Housing,4,5,117.0,9,75009
2450000,4,Housing,6,4,163.0,6,75006
1820000,1,Housing,4,1,100.43,15,75015
350000,1,Housing,1,1,23.74,6,75006
1460000,2,Housing,3,2,95.1,17,75017
740000,2,Housing,3,2,72.13,13,75013
1290000,1,Housing,3,1,48.0,6,75006
450000,2,Housing,2,2,45.8,17,75017
975000,3,Housing,5,3,102.05,14,75014
488000,1,Housing,1,1,30.37,3,75003
670000,1,Housing,3,1,52.5,5,75005
595000,1,Housing,3,1,58.02,13,75013
950000,3,Housing,3,3,58.68,7,75007
3550000,3,Housing,4,3,136.05,8,75008
580000,2,Housing,2,2,36.71,7,75007
60000,0,Housing,1,0,95.0,16,75016
990000,2,Housing,3,2,67.85,14,75014
1395000,2,Housing,3,2,106.67,7,75007
882000,1,Housing,2,1,43.01,6,75006
1310000,3,Housing,4,3,81.4,9,75009
2300000,3,Housing,6,3,153.0,16,75016
285000,1,Housing,1,1,21.77,13,75013
365000,1,Housing,2,1,25.0,16,75016
480000,1,Housing,2,1,39.2,5,75005
799000,1,Housing,2,1,45.2,6,75006
435000,1,Housing,1,1,28.07,16,75016
754000,1,Housing,2,1,56.35,4,75004
2195000,2,Housing,5,2,175.52,17,75017
1180000,1,Housing,3,1,60.0,4,75004
2350000,2,Housing,4,2,106.07,7,75007
1155000,2,Housing,4,2,103.41,11,75011
1880000,4,Housing,4,4,104.21,16,75016
2980000,2,Housing,5,2,158.52,6,75006
890000,1,Housing,2,1,62.7,16,75016
690000,2,Housing,3,2,48.1,17,75017
1090000,2,Housing,3,2,68.0,16,75016
625000,1,Housing,3,1,51.8,5,75005
1700000,2,Housing,4,2,81.1,6,75006
2190000,5,Housing,6,5,184.75,17,75017
1840000,2,Housing,3,2,86.96,6,75006
1345000,0,Housing,6,0,131.0,16,75016
1295000,2,Housing,4,2,108.11,8,75008
3290000,3,Housing,5,3,210.0,8,75008
290000,2,Housing,1,2,26.51,15,75015
1790000,3,Housing,4,3,95.5,8,75008
175000,1,Housing,1,1,15.93,16,75016
2324700,4,Housing,5,4,150.83,4,75004
2200000,3,Housing,3,3,80.0,6,75006
2800000,3,Housing,5,3,135.05,6,75006
499000,1,Housing,2,1,30.02,3,75003
2190000,3,Housing,6,3,110.36,15,75015
1185000,3,Housing,4,3,78.5,7,75007
1395000,1,Housing,3,1,87.45,6,75006
1750000,1,Housing,5,1,119.5,7,75007
1490000,2,Housing,6,2,156.02,9,75009
1550000,4,Housing,5,4,135.0,16,75016
180000,1,Housing,1,1,14.2,9,75009
1690000,3,Housing,5,3,113.2,3,75003
900000,1,Housing,1,1,68.0,6,75006
1590000,3,Housing,5,3,117.0,17,75017
915000,2,Housing,2,2,62.83,16,75016
1627500,3,Housing,4,3,94.0,8,75008
1460000,2,Housing,5,2,110.0,15,75015
1045000,2,Housing,3,2,86.37,11,75011
765000,2,Housing,3,2,65.68,13,75013
1575000,1,Housing,5,1,119.63,4,75004
1795000,3,Housing,6,3,153.43,9,75009
1495000,3,Housing,5,3,125.0,17,75017
990000,1,Housing,3,1,65.16,7,75007
1160000,3,Housing,4,3,82.72,15,75015
990000,2,Housing,3,2,70.34,1,75001
500000,1,Housing,2,1,44.01,17,75017
2450000,3,Housing,5,3,149.26,7,75007
1690000,3,Housing,6,3,149.64,16,75016
927347,3,Housing,3,3,94.04,16,75016
1590000,3,Housing,5,3,128.32,18,75018
1290000,2,Housing,3,2,57.02,6,75006
3490000,5,Housing,6,5,184.0,7,75007
3500000,4,Housing,7,4,247.0,17,75017
2250000,3,Housing,5,3,135.87,7,75007
1845000,4,Housing,4,4,112.48,16,75016
950000,2,Housing,3,2,72.1,17,75017
2100000,4,Housing,6,4,149.65,16,75016
1195000,2,Housing,4,2,84.29,17,75017
290000,2,Housing,1,2,24.76,16,75016
2090000,3,Housing,6,3,138.11,8,75008
520000,2,Housing,2,2,35.25,7,75007
1680000,2,Housing,5,2,95.46,6,75006
3200000,3,Housing,6,3,166.05,16,75016
740000,2,Housing,2,2,39.04,7,75007
940000,2,Housing,3,2,65.0,17,75017
2196000,3,Housing,5,3,134.5,7,75007
2980000,6,Housing,6,6,182.52,5,75005
1890000,4,Housing,6,4,170.08,16,75016
1280000,3,Housing,3,3,93.25,7,75007
795000,2,Housing,2,2,42.36,5,75005
1250000,2,Housing,3,2,66.65,7,75007
865000,2,Housing,4,2,85.3,12,75012
2300000,2,Housing,5,2,127.11,5,75005
1695000,5,Housing,5,5,130.0,16,75016
2200000,2,Housing,4,2,119.56,6,75006
1590000,2,Housing,5,2,104.52,8,75008
630000,1,Housing,2,1,46.75,7,75007
2800000,0,Housing,6,0,243.0,16,75016
1450000,4,Housing,5,4,140.52,16,75016
1495000,3,Housing,4,3,115.03,16,75016
1250000,2,Housing,4,2,91.16,7,75007
2140000,3,Housing,5,3,119.0,7,75007
1300000,0,Housing,5,0,85.7,7,75007
1990000,3,Housing,4,3,117.0,7,75007
1835000,1,Housing,4,1,107.0,6,75006
1860000,3,Housing,6,3,138.62,16,75016
1995000,0,Housing,3,0,83.0,6,75006
699000,2,Housing,3,2,66.02,16,75016
295000,1,Housing,1,1,27.5,15,75015
2560000,4,Housing,7,4,196.0,16,75016
900000,1,Housing,3,1,67.04,6,75006
2890000,5,Housing,6,5,150.0,16,75016
2248000,2,Housing,5,2,151.0,6,75006
3150000,3,Housing,4,3,126.0,3,75003
2590000,6,Housing,8,6,187.51,17,75017
2872000,2,Housing,7,2,160.0,14,75014
900000,1,Housing,3,1,68.96,6,75006
1270000,2,Housing,3,2,124.22,16,75016
595000,1,Housing,1,1,32.42,7,75007
3160000,5,Housing,5,5,150.0,16,75016
2495000,4,Housing,6,4,175.0,7,75007
270000,0,Housing,1,0,15.24,7,75007
830000,2,Housing,3,2,92.07,14,75014
3090000,4,Housing,7,4,179.05,7,75007
290000,1,Housing,1,1,28.5,15,75015
542000,1,Housing,3,1,36.51,5,75005
1290000,2,Housing,5,2,88.15,18,75018
780000,2,Housing,2,2,47.66,6,75006
700000,1,Housing,2,1,43.29,6,75006
1575000,3,Housing,5,3,110.11,15,75015
2860000,1,Housing,6,1,184.7,3,75003
65000,2,Housing,4,2,95.0,16,75016
1790000,4,Housing,6,4,117.11,17,75017
995000,2,Housing,5,2,118.42,18,75018
1590000,3,Housing,4,3,108.0,16,75016
2600000,4,Housing,5,4,133.0,5,75005
470000,1,Housing,2,1,35.74,7,75007
880000,1,Housing,3,1,69.04,16,75016
2050000,4,Housing,6,4,173.12,14,75014
1300000,1,Housing,4,1,98.3,6,75006
1700000,0,Housing,6,0,175.0,13,75013
1050000,1,Housing,4,1,79.15,16,75016
2450000,3,Housing,5,3,120.43,7,75007
1249000,0,Housing,4,0,86.92,8,75008
920000,2,Housing,3,2,45.0,7,75007
1730000,3,Housing,5,3,127.0,17,75017
1720000,4,Housing,4,4,105.0,7,75007
760000,1,Housing,3,1,55.86,9,75009
850000,2,Housing,4,2,56.7,18,75018
1520000,3,Housing,5,3,121.09,9,75009
3550000,6,Housing,5,6,191.0,15,75015
3130000,6,Housing,6,6,231.12,5,75005
1790000,6,Housing,6,6,147.42,16,75016
1290000,2,Housing,5,2,105.0,10,75010
1190000,3,Housing,4,3,79.3,6,75006
665000,1,Housing,3,1,45.63,16,75016
1050000,2,Housing,4,2,105.0,3,75003
360000,1,Housing,2,1,33.14,7,75007
460000,2,Housing,2,2,31.5,16,75016
690000,2,Housing,2,2,53.54,16,75016
2800000,4,Housing,5,4,111.07,5,75005
1350000,3,Housing,5,3,109.48,16,75016
35000,2,Housing,2,2,20.0,17,75017
2090000,0,Housing,4,0,119.0,7,75007
985000,1,Housing,3,1,56.78,16,75016
1200000,2,Housing,4,2,84.29,5,75005
3280000,3,Housing,6,3,196.4,7,75007
1460000,4,Housing,5,4,95.0,16,75016
995000,2,Housing,3,2,114.0,16,75016
1650000,2,Housing,5,2,117.0,16,75016
1800000,2,Housing,4,2,120.0,8,75008
400000,1,Housing,2,1,29.78,18,75018
2080000,2,Housing,3,2,95.23,7,75007
2395000,4,Housing,6,4,139.0,16,75016
2600000,4,Housing,5,4,184.0,16,75016
1420000,1,Housing,3,1,105.15,16,75016
1030000,2,Housing,3,2,62.9,9,75009
980000,2,Housing,2,2,54.72,6,75006
2550000,3,Housing,5,3,153.7,16,75016
2650000,4,Housing,6,4,197.0,17,75017
890000,2,Housing,3,2,70.0,8,75008
2590000,4,Housing,5,4,139.05,7,75007
1065000,1,Housing,4,1,76.53,10,75010
1050000,2,Housing,4,2,92.15,16,75016
2290000,3,Housing,5,3,136.26,4,75004
2400000,3,Housing,6,3,155.2,16,75016
320000,1,Housing,2,1,24.0,7,75007
1830000,2,Housing,4,2,83.4,3,75003
2241750,4,Housing,3,4,94.0,3,75003
1690000,3,Housing,4,3,94.27,6,75006
490000,1,Housing,2,1,27.56,7,75007
2100000,5,Housing,6,5,136.67,15,75015
1350000,2,Housing,3,2,70.55,6,75006
495000,1,Housing,2,1,32.55,7,75007
850000,2,Housing,2,2,52.55,5,75005
1300000,2,Housing,4,2,75.06,16,75016
1020000,1,Housing,2,1,53.26,7,75007
795000,2,Housing,4,2,69.84,16,75016
600000,1,Housing,2,1,55.63,17,75017
2040000,2,Housing,5,2,115.24,16,75016
2150000,3,Housing,3,3,99.0,7,75007
1840000,4,Housing,7,4,175.3,9,75009
2995000,2,Housing,5,2,128.08,7,75007
870000,2,Housing,3,2,67.3,9,75009
750000,2,Housing,3,2,46.31,7,75007
1135000,2,Housing,2,2,49.03,6,75006
260000,2,Housing,4,2,25.0,16,75016
1190000,2,Housing,3,2,78.07,4,75004
280000,1,Housing,1,1,21.34,8,75008
995000,0,Housing,4,0,96.64,14,75014
469000,0,Housing,2,0,48.23,14,75014
1030000,1,Housing,3,1,67.0,5,75005
940000,1,Housing,2,1,58.7,15,75015
1820000,3,Housing,4,3,103.44,5,75005
2200000,3,Housing,4,3,106.75,16,75016
1400000,2,Housing,5,2,92.33,14,75014
1320000,2,Housing,3,2,90.0,7,75007
1990000,3,Housing,5,3,142.97,17,75017
3120000,3,Housing,5,3,225.0,7,75007
1390000,2,Housing,3,2,66.29,7,75007
247000,1,Housing,1,1,13.8,6,75006
1450000,3,Housing,5,3,138.49,13,75013
360000,1,Housing,1,1,19.03,6,75006
550000,2,Housing,3,2,51.12,17,75017
1275000,2,Housing,4,2,101.76,10,75010
970000,2,Housing,3,2,67.1,16,75016
2950000,5,Housing,7,5,163.57,7,75007
870000,2,Housing,4,2,68.68,15,75015
1170000,1,Housing,4,1,82.76,6,75006
2067000,1,Housing,7,1,130.0,8,75008
2797200,3,Housing,7,3,202.85,17,75017
1595000,2,Housing,5,2,131.2,11,75011
2317500,2,Housing,6,2,142.62,16,75016
505000,2,Housing,2,2,36.3,14,75014
1550000,3,Housing,5,3,125.09,17,75017
797000,2,Housing,4,2,81.02,17,75017
950000,2,Housing,3,2,58.1,4,75004
2990000,2,Housing,7,2,230.0,16,75016
950000,2,Housing,3,2,64.24,9,75009
1790000,2,Housing,5,2,142.57,16,75016
1875000,2,Housing,4,2,72.7,7,75007
1500000,3,Housing,4,3,86.17,6,75006
1785000,1,Housing,5,1,92.45,5,75005
983000,2,Housing,3,2,71.0,5,75005
2496000,2,Housing,5,2,126.0,6,75006
1980000,2,Housing,4,2,138.89,8,75008
700000,1,Housing,2,1,54.8,16,75016
1350000,3,Housing,4,3,93.5,6,75006
990000,1,Housing,3,1,69.0,5,75005
3150000,3,Housing,5,3,127.0,7,75007
3200000,6,Housing,6,6,239.7,16,75016
1820000,3,Housing,6,3,186.05,17,75017
590000,2,Housing,2,2,46.0,13,75013
230000,1,Housing,1,1,11.85,15,75015
3480000,4,Housing,5,4,149.0,6,75006
2210000,3,Housing,6,3,164.4,17,75017
2100000,2,Housing,5,2,130.0,16,75016
475000,1,Housing,2,1,32.15,8,75008
1490000,2,Housing,2,2,63.24,6,75006
3150000,4,Housing,6,4,176.0,7,75007
590000,2,Housing,2,2,39.66,17,75017
1890000,2,Housing,4,2,93.0,7,75007
1760000,0,Housing,4,0,124.0,1,75001
1664000,3,Housing,5,3,120.63,17,75017
1500000,1,Housing,4,1,92.0,5,75005
3150000,0,Housing,8,0,178.34,6,75006
570000,1,Housing,2,1,44.62,14,75014
1650000,2,Housing,2,2,44.42,6,75006
1990000,4,Housing,4,4,135.0,16,75016
308000,1,Housing,1,1,17.0,4,75004
470000,1,Housing,1,1,27.47,16,75016
1210000,2,Housing,2,2,55.76,1,75001
690000,2,Housing,4,2,66.38,17,75017
1490000,2,Housing,4,2,107.3,9,75009
3100000,3,Housing,6,3,218.46,16,75016
1190000,2,Housing,4,2,79.65,17,75017
1700000,2,Housing,4,2,133.7,17,75017
1195000,3,Housing,4,3,97.2,16,75016
1290000,4,Housing,3,4,88.55,9,75009
760000,1,Housing,2,1,47.0,4,75004
500000,2,Housing,2,2,42.55,16,75016
795000,2,Housing,3,2,60.0,16,75016
815000,2,Housing,3,2,57.5,7,75007
1950000,3,Housing,5,3,140.03,17,75017
2200000,2,Housing,3,2,97.0,16,75016
1700000,3,Housing,6,3,121.0,5,75005
600000,3,Housing,2,3,60.0,16,75016
795000,2,Housing,2,2,66.0,8,75008
400000,1,Housing,2,1,32.0,5,75005
875000,2,Housing,3,2,72.62,16,75016
495000,2,Housing,1,2,39.91,17,75017
535000,1,Housing,2,1,29.65,7,75007
944000,3,Housing,3,3,65.51,8,75008
1160000,1,Housing,4,1,105.21,10,75010
1950000,2,Housing,4,2,100.0,7,75007
2920000,3,Housing,5,3,147.0,16,75016
