Address,Street,Price,Area,Floor,Guest,Bed,Bath,Link
"Haussman - Saint Lazare, Paris",Avenue de Messine,2420,37,5,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-haussman-saint-lazare-063
"Batignolles, Paris",Rue Nollet,2340,54,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-batignolles-343
"École Militaire, Paris",Cité de l'Alma,2610,50,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-069
"Invalides, Paris",Rue de Babylone,2850,36,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-121
"École Militaire, Paris",Rue Cler,2860,56,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-256
"Canal Saint-Martin, Paris",Rue La Fayette,2940,75,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-10th-canal-saint-martin-653
"Trocadéro, Paris",Rue du Dôme,3110,60,2,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-641
"Sentier - Montorgueil, Paris",Rue Dussoubs,3470,63,4,3,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-115
"Les Sablons, Paris",Avenue Charles de Gaulle,3550,78,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/neuilly-sur-seine-les-sablons-638
"Le Marais - République, Paris",Rue Saint-Sébastien,3960,93,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-721
"Champs-Élysées, Paris",Rue de Berri,4150,80,4,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-750
"Bastille, Paris",Rue de la Roquette,1620,30,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-476
"Pigalle, Paris",Boulevard de Rochechouart,1910,31,1,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-pigalle-178
"Le Marais - Saint-Paul, Paris",Rue Beautreillis,1970,25,2,2,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-346
"Madeleine, Paris",Rue de Duras,2490,39,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-madeleine-688
"Invalides, Paris",Avenue de la Motte-Picquet,2530,55,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-584
"Quartier Latin, Paris",Rue des Fossés Saint-Jacques,2770,50,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-068
"Villiers, Paris",Rue des Dames,2660,56,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-villiers-413
"Saint-Germain-des-Prés, Paris",Impasse de Valmy,2810,58,,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-556
"Le Marais - République, Paris",Rue Réaumur,2930,32,7,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-188
"Invalides, Paris",Rue las Cases,3990,70,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-077
"Monceau, Paris",Rue de Courcelles,2220,44,1,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-monceau-140
"Le Marais - République, Paris",Rue de Beauce,5210,120,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-150
"Saint-Germain-des-Prés, Paris",Rue Mazarine,1780,31,4,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-072
"Louvre, Paris",Place du Marché Saint-Honoré,4170,65,2,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-304
"École Militaire, Paris",Boulevard de la Tour-Maubourg,2020,40,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-503
"Saint-Germain-des-Prés, Paris",Rue de l'Éperon,3540,61,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-066
"Pereire, Paris",Avenue de Villiers,2160,41,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-pereire-473
"Palais Royal, Paris",Rue Saint-Honoré,3000,34,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-palais-royal-532
"Ternes, Paris",Rue Fourcroy,3130,48,3,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-651
"Champs-Élysées, Paris",Rue de Penthièvre,2450,47,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-025
"Champ de Mars, Paris",Rue Nélaton,2780,58,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-champ-de-mars-506
"École Militaire, Paris",Avenue Rapp,2540,45,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-153
"Saint-Germain-des-Prés, Paris",Boulevard Saint-Germain,2050,29,4,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-461
"Porte Dauphine, Paris",Rue Duret,4160,71,2,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-porte-dauphine-501
"Ternes, Paris",Rue Roger Bacon,2260,60,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-465
"Champs-Élysées, Paris",Rue de Berri,3330,60,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-239
"Republique, Paris",Quai de Valmy,1840,36,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-11th-republique-108
"La Motte-Picquet Grenelle, Paris",Rue Bouilloux-Lafont,2180,46,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-la-motte-picquet-grenelle-746
"Invalides, Paris",Rue Saint-Dominique,3120,50,,2,1 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-103
"Passy, Paris",Rue Picot,3740,110,2,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-passy-700
"Batignolles, Paris",Rue des Batignolles,2290,45,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-batignolles-438
"Ternes, Paris",Rue Torricelli,2000,35,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-648
"Trocadéro, Paris",Rue Nicolo,2180,35,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-105
"Champs-Élysées, Paris",Rue Jean Mermoz,3790,70,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-520
"Trocadéro, Paris",Avenue Raymond Poincaré,5700,81,7,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-849
"Abbesses - Montmartre, Paris",Rue de Clignancourt,3320,86,8,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-18th-abbesses-montmartre-320
"Passy, Paris",Rue Raynouard,3910,110,8,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-passy-628
"Bastille, Paris",Rue du Faubourg Saint-Antoine,3950,121,5,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-891
"Anatole-France, Paris",Rue Ernest Cognacq,1830,56,5,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/levallois-perret-anatole-france-902
"Ternes, Paris",Rue Nicolas Chuquet,2430,57,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-244
"Champs-Élysées, Paris",Rue d'Artois,2680,50,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-195
"Trocadéro, Paris",Rue Paul Valéry,2600,55,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-896
"Champ de Mars, Paris",Rue Duvivier,2730,34,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-champ-de-mars-842
"Le Marais - République, Paris",Rue de Bretagne,2990,53,7,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-263
"Trocadéro, Paris",Rue Gustave Courbet,3600,63,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-291
"Invalides, Paris",Avenue de la Bourdonnais,3660,83,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-376
"Champs-Élysées, Paris",Rue de Miromesnil,3910,75,2,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-311
"Louvre, Paris",Place du Marché Saint-Honoré,4140,65,4,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-307
"Odéon, Paris",Place Edmond Rostand,4800,100,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-odeon-699
"Quartier Latin, Paris",Rue Royer-Collard,5730,116,5,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-388
"Les Sablons, Paris",Rue Perronet,2680,70,2,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/neuilly-sur-seine-les-sablons-742
"Bastille, Paris",Rue de Charonne,3070,60,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-bastille-387
"Les Halles, Paris",Rue Jean-Jacques Rousseau,3120,67,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-les-halles-636
"Ternes, Paris",Avenue Carnot,3280,67,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-642
"Pigalle, Paris",Rue de Navarin,3490,63,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-pigalle-827
"Pont de Neuilly, Paris",Boulevard de la Saussaye,3930,90,6,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/neuilly-sur-seine-pont-de-neuilly-708
"Saint Ambroise République, Paris",Rue Saint-Maur,2750,70,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-11th-saint-ambroise-republique-667
"Saint-Germain-des-Prés, Paris",Rue du Vieux Colombier,2220,34,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-223
"Invalides, Paris",Rue de Grenelle,2430,42,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-109
"Louvre, Paris",Place du Marché Saint-Honoré,2860,47,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-603
"La Muette, Paris",Rue Singer,2420,58,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-la-muette-617
"Saint-Georges, Paris",Rue Petrelle,3230,87,2,,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-saint-georges-416
"Invalides, Paris",Rue de Bourgogne,3420,57,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-664
"Invalides, Paris",Avenue de la Bourdonnais,6080,150,6,,4 Bedroom,3,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-267
"Saint-Germain-des-Prés, Paris",Rue d'Assas,2460,47,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-394
"Le Marais - République, Paris",Rue Notre Dame de Nazareth,1270,28,1,2,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-089
"Le Marais - République, Paris",Rue des Fontaines du Temple,2790,61,3,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-134
"Jardin des Plantes, Paris",Rue Pascal,3730,76,5,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-jardin-des-plantes-778
"Jardin du Luxembourg, Paris",Boulevard Saint-Michel,4340,116,2,5,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-jardin-du-luxembourg-771
"Pigalle, Paris",Rue Jean-Baptiste Pigalle,1530,27,4,2,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-pigalle-300
"Auteuil, Paris",Rue Claude Lorrain,3300,88,,4,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-722
"Quartier Latin, Paris",Rue Tournefort,1910,35,3,2,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-quartier-latin-149
"Auteuil, Paris",Rue François Gérard,2130,40,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-197
"Champs-Élysées, Paris",Avenue de Friedland,2370,30,2,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-779
"Le Marais - République, Paris",Rue Debelleyme,2470,40,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-898
"Auteuil, Paris",Rue de Civry,3370,107,1,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-908
"Trocadéro, Paris",Villa Eugène Manuel,4670,120,6,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-282
"Pigalle, Paris",Rue Henner,4550,141,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-pigalle-444
"Louvre, Paris",Place du Marché Saint-Honoré,1780,25,5,,Jr. 1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-447
"Le Marais - Saint-Paul, Paris",Rue Michel le Comte,1730,35,1,2,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-146
"Invalides, Paris",Rue de Sèvres,2740,40,3,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-477
"Le Marais - République, Paris",Rue Réaumur,3210,51,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-187
"Monceau, Paris",Rue de Tocqueville,3170,80,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-monceau-433
"Denfert-Rochereau, Paris",Rue du Loing,2130,55,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-14th-denfert-rochereau-228
"Montparnasse, Paris",Avenue du Maine,2160,36,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-montparnasse-161
"La Muette, Paris",Rue Davioud,3140,71,5,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-la-muette-347
"Notre Dame des Champs, Paris",Rue du Regard,4490,106,5,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-notre-dame-des-champs-457
"Invalides, Paris",Rue de Bourgogne,3830,98,2,4,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-513
"Le Marais - République, Paris",Avenue Parmentier,2160,45,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-3rd-le-marais-republique-530
"Champs-Élysées, Paris",Avenue des Champs-Élysées,2530,32,5,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-286
"Auteuil, Paris",Avenue de Versailles,1940,54,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-141
"Saint-Georges, Paris",Rue Pierre Fontaine,3250,81,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-saint-georges-185
"La Muette, Paris",Rue de Boulainvilliers,5390,138,1,,4 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-la-muette-639
"Trocadéro, Paris",Rue Nicolo,2250,48,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-032
"Auteuil, Paris",Boulevard Exelmans,2970,109,3,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-543
"Ternes, Paris",Rue Saint-Ferdinand,3920,82,3,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-910
"Trocadéro, Paris",Rue Cortambert,1740,30,3,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-467
"Pereire, Paris",Rue Albert Samain,4220,120,2,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-pereire-344
"Villiers, Paris",Rue des Dames,3150,54,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-villiers-410
"Champs-Élysées, Paris",Avenue des Champs-Élysées,3110,34,5,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-285
"Passy, Paris",Rue Alfred Bruneau,3650,80,2,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-passy-905
"Louvre, Paris",Place du Marché Saint-Honoré,2940,39,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-449
"Pont de Neuilly, Paris",Rue de Villiers,3060,78,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/neuilly-sur-seine-pont-de-neuilly-757
"Europe, Paris",Rue de la Bienfaisance,2140,36,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-europe-301
"Olympiades, Paris",Rue Françoise Dolto,2660,68,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-13th-olympiades-597
"Olympiades, Paris",Rue des Frigos,3250,92,10,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-13th-olympiades-736
"Notre Dame des Champs, Paris",Rue de Rennes,3060,55,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-notre-dame-des-champs-203
"Pont de Neuilly, Paris",Rue Saint-Pierre,4310,95,6,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/neuilly-sur-seine-pont-de-neuilly-576
"Le Marais - Saint-Paul, Paris",Rue du Renard,3510,54,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-716
"Champs-Élysées, Paris",Rue Robert Estienne,3620,52,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-226
"Trocadéro, Paris",Avenue Victor Hugo,3070,60,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-045
"Villiers, Paris",Rue de Tocqueville,2440,54,1,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-villiers-479
"Monceau, Paris",Boulevard Malesherbes,3680,76,2,4,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-monceau-102
"Denfert-Rochereau, Paris",Boulevard de Port-Royal,3360,61,1,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-14th-denfert-rochereau-474
"Grands Boulevards, Paris",Rue d'Hauteville,3310,68,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-grands-boulevards-637
"Monceau, Paris",Rue de Monceau,6510,140,3,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-monceau-434
"Jardin du Luxembourg, Paris",Boulevard Saint-Michel,3590,54,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-jardin-du-luxembourg-772
"Louvre, Paris",Rue de Rivoli,3690,49,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-192
"Saint-Germain-des-Prés, Paris",Rue de l'Abbé Grégoire,2120,32,2,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-083
"Louvre, Paris",Place du Marché Saint-Honoré,2800,33,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-308
"Auteuil, Paris",Boulevard de Montmorency,3370,88,2,5,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-181
"École Militaire, Paris",Rue Augereau,1730,23,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-632
"Sentier - Montorgueil, Paris",Rue du Sentier,2460,50,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-sentier-montorgueil-015
"Invalides, Paris",Rue de Bellechasse,5210,125,1,,3 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-invalides-536
"Saint-Germain-des-Prés, Paris",Rue de Sèvres,4400,66,3,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-saint-germain-des-pres-193
"Trocadéro, Paris",Rue de l'Alboni,2770,53,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-182
"Auteuil, Paris",Rue de Civry,2670,64,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-auteuil-266
"Palais Royal, Paris",Rue des Moulins,3340,52,5,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-palais-royal-375
"École Militaire, Paris",Avenue Duquesne,4230,90,3,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-366
"Place Vendome, Paris",Rue d'Antin,3190,49,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-place-vendome-538
"Trocadéro, Paris",Quai Louis Blériot,2620,68,8,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-196
"Trocadéro, Paris",Rue Saint-Didier,1700,30,7,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-342
"Louvre, Paris",Place du Marché Saint-Honoré,2800,47,4,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-309
"La Motte-Picquet Grenelle, Paris",Boulevard de Grenelle,2240,40,7,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-la-motte-picquet-grenelle-337
"Odéon, Paris",Rue du Pont de Lodi,3020,49,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-6th-odeon-523
"Montparnasse, Paris",Boulevard du Montparnasse,2240,50,3,2,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-montparnasse-114
"Grands Boulevards, Paris",Boulevard de Bonne Nouvelle,2470,43,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-2nd-grands-boulevards-002
"Le Marais - Saint-Paul, Paris",Rue de la Verrerie,1900,32,1,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-001
"Europe, Paris",Rue de Monceau,5130,102,4,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-europe-468
"Ternes, Paris",Rue Torricelli,3130,46,2,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-490
"Le Marais - Saint-Paul, Paris",Rue des Archives,3680,70,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-4th-le-marais-saint-paul-323
"Louvre, Paris",Place du Marché Saint-Honoré,5630,76,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-448
"Louvre, Paris",Place du Marché Saint-Honoré,2910,46,2,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-1st-louvre-306
"Madeleine, Paris",Rue Tronchet,2510,41,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-madeleine-057
"Buttes-Chaumont, Paris",Avenue Simon Bolivar,2510,47,3,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-19th-buttes-chaumont-221
"École Militaire, Paris",Avenue de Ségur,3350,107,1,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-7th-ecole-militaire-214
"Champs-Élysées, Paris",Rue la Boétie,8100,260,4,,4 Bedroom,3,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-champs-elysees-242
"Trocadéro, Paris",Rue Decamps,2810,50,6,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-trocadero-459
"Cadet, Paris",Rue Marguerite de Rochechouart,4140,81,4,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-9th-cadet-403
"Ternes, Paris",Rue Marcel Renault,3360,71,3,4,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-17th-ternes-723
"Jardin des Plantes, Paris",Rue de l'Épée de Bois,3780,70,6,,2 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-5th-jardin-des-plantes-781
"La Muette, Paris",Rue de Boulainvilliers,6230,143,5,,2 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-la-muette-760
"Pasteur - Montparnasse, Paris",Rue Falguière,1860,33,5,,1 Bedroom,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-15th-pasteur-montparnasse-888
"Passy, Paris",Rue des Eaux,5580,156,2,,3 Bedroom,2,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-16th-passy-669
"Arc de Triomphe, Paris",Rue Lauriston,2460,45,6,,Studio,1,https://www.theblueground.com/furnished-apartments-paris-fr/arrondissement-8th-arc-de-triomphe-735
