Property_name,Total_rooms,Accomodation_size,Property_size,Location,Rent_per_month
Suite Juliette - The Gate to Batignolles,3 Rooms,6 adults,118 m²,"Paris, 17th Arrondissement","€10,111"
1 bedroom in Levallois-Perret,2 Rooms,3 adults,60 m²,"Paris, 17th Arrondissement","€7,200"
Central Paris Apartment with Modern Amenities,2 Rooms,2 adults,40 m²,"Paris, 17th Arrondissement","€3,222"
Cosy studio in the 16th district with a splendid view on the roofs of Paris!,1 Room,1 adult,10 m²,"Paris, 17th Arrondissement","€1,667"
Charming Studio in the Heart of the 17th District - Only a Short Stroll Away from the Iconic Arc de Triomphe!,1 Room,2 adults,11 m²,"Paris, 17th Arrondissement","€1,506"
155m² apartment in the 17th arrondissement of Paris.,5 Rooms,8 adults,155 m²,"Paris, 17th Arrondissement","€15,111"
Studio FullEquiped 2 personnes avec balcon 17e,1 Room,2 adults,13 m²,"Paris, 17th Arrondissement","€1,600"
Bright apartment 47 m2 Batignoles,2 Rooms,2 adults,47 m²,"Paris, 17th Arrondissement","€2,438"
Charming two-bedroom apartment in Wagram Paris,2 Rooms,1 adult,80 m²,"Paris, 17th Arrondissement","€1,900"
Amazing & wonderful apartment close to park,1 Room,2 adults,35 m²,"Paris, 17th Arrondissement","€2,500"
Amazing apartment -Levis Market,2 Rooms,2 adults,46 m²,"Paris, 17th Arrondissement","€3,800"
"Renovated Studio on Rue de Neuilly, Close to Levallois Clichy Station",1 Room,2 adults,22 m²,"Paris, 17th Arrondissement","€1,400"
Paris Opéra - Amazing 1-BR Apartment in excellent location,2 Rooms,4 adults,40 m²,"Paris, 17th Arrondissement","€6,727"
Paris Opéra - Amazing studio in excellent location,1 Room,2 adults,18 m²,"Paris, 17th Arrondissement","€4,247"
Paris Opéra - Amazing large studio in excellent location,1 Room,2 adults,23 m²,"Paris, 17th Arrondissement","€4,867"
Paris Opéra - Amazing Executive Duplex Apartment in excellent location,2 Rooms,3 adults,35 m²,"Paris, 17th Arrondissement","€6,107"
Charming flat with a terrace close to everything!,2 Rooms,4 adults,53 m²,"Paris, 17th Arrondissement","€2,799"
Pretty and awesome apartment in vibrant neighbourhood (Paris),3 Rooms,4 adults,60 m²,"Paris, 17th Arrondissement","€3,149"
Parisian mini loft in the 17th,3 Rooms,4 adults,42 m²,"Paris, 17th Arrondissement","€1,750"
Studio Batignolles,1 Room,2 adults,16 m²,"Paris, 17th Arrondissement","€1,300"
Modern and gorgeous flat,2 Rooms,2 adults,25 m²,"Paris, 17th Arrondissement","€1,500"
Upscale flat just a short walk from the Arc de Triomphe,3 Rooms,5 adults,80 m²,"Paris, 17th Arrondissement","€6,526"
Appartement cosy 75017 Paris,3 Rooms,3 adults,35 m²,"Paris, 17th Arrondissement","€2,000"
"Whole apartment : charming apartment - Paris, France4 travellers - 2 bedrooms - 3 beds - 1 bathroom home with nice neighbours, Paris",2 Rooms,4 adults,55 m²,"Paris, 17th Arrondissement","€2,500"
Studio in the center of Batignolles,1 Room,1 adult,12 m²,"Paris, 17th Arrondissement","€2,200"
Lovely studio in hotel residence,1 Room,2 adults,30 m²,"Paris, 17th Arrondissement","€3,158"
"Charming, cozy & neat studio in Montmartre",1 Room,2 adults,21 m²,"Paris, 18th Arrondissement","€1,500"
Cozy 1BR calm & design,2 Rooms,3 adults,30 m²,"Paris, 18th Arrondissement","€1,600"
A cosy retreat in the 18th arrondissement,1 Room,2 adults,26 m²,"Paris, 18th Arrondissement","€1,889"
Typical Montmartroise house,3 Rooms,6 adults,100 m²,"Paris, 18th Arrondissement","€5,500"
ID375/New comfy studio 18th ARR,1 Room,2 adults,27 m²,"Paris, 18th Arrondissement","€1,550"
Suite Pigalle – The Heart of Pigalle,1 Room,2 adults,46 m²,"Paris, 18th Arrondissement","€4,900"
Beautiful flat Rosa Parks- La Villette in Paris,3 Rooms,4 adults,72 m²,"Paris, 18th Arrondissement","€2,112"
Co-living : 14m² room,1 Room,1 adult,16 m²,"Paris, 18th Arrondissement",€967
Charming Studio near Sacré-Coeur,1 Room,2 adults,25 m²,"Paris, 18th Arrondissement","€1,856"
Co-living : 13m² bedroom,1 Room,1 adult,13 m²,"Paris, 18th Arrondissement","€1,033"
"Kenzo - 3 bedrooms, terrace and balcony in Montmartre (18 Arr.)",1 Room,5 adults,103 m²,"Paris, 18th Arrondissement","€6,430"
Cosy and bright studio - Lariboisière,1 Room,2 adults,22 m²,"Paris, 18th Arrondissement","€1,834"
Charming Montmartre Haven: Ideal Parisian Retreat on Rue Véron,2 Rooms,4 adults,42 m²,"Paris, 18th Arrondissement","€2,556"
Apartment in a quiet area near the Place des Abbesses,2 Rooms,2 adults,27 m²,"Paris, 18th Arrondissement","€2,067"
Charming apartment in Montmartre,2 Rooms,2 adults,40 m²,"Paris, 18th Arrondissement","€2,644"
Montmartre - Tertre 1 BD,2 Rooms,2 adults,45 m²,"Paris, 18th Arrondissement","€3,480"
Lovely apartment near Canal Saint-Martin,3 Rooms,4 adults,76 m²,"Paris, 18th Arrondissement","€4,889"
Charming Montmartre Getaway: Spacious Studio near Sacré Coeur with Parisian Charm,1 Room,4 adults,42 m²,"Paris, 18th Arrondissement","€2,550"
Furnished studio- Montmartre/Sacré Coeur,1 Room,2 adults,18 m²,"Paris, 18th Arrondissement","€1,528"
Charming apartment in the heart of Montmartre,2 Rooms,2 adults,60 m²,"Paris, 18th Arrondissement","€2,660"
Vibrant Apartment in the 18th Arrondissement near Montmartre,2 Rooms,4 adults,27 m²,"Paris, 18th Arrondissement","€2,583"
Love flat very well organized near Sacré Coeur,2 Rooms,2 adults,37 m²,"Paris, 18th Arrondissement","€2,333"
Charming 2-Bedroom Furnished Apartment Near Montmartre,3 Rooms,4 adults,42 m²,"Paris, 18th Arrondissement","€2,400"
Co-living : 10m² room,1 Room,1 adult,10 m²,"Paris, 18th Arrondissement",€967
Charming flat in the heart of the 18th arrondissement of Paris,1 Room,3 adults,25 m²,"Paris, 18th Arrondissement","€1,667"
"Studio renovate & luminous, Guy-Moquet /St-Ouen / Bichat",1 Room,2 adults,17 m²,"Paris, 18th Arrondissement","€1,222"
Caulaincourt Charm,1 Room,2 adults,73 m²,"Paris, 18th Arrondissement","€4,433"
Superb one bedroom - Montmartre/Sacré cœur,2 Rooms,4 adults,35 m²,"Paris, 18th Arrondissement","€2,310"
Charming studio of 13m² on the 7th floor near Montmartre and the Goutte d'Or,1 Room,2 adults,13 m²,"Paris, 18th Arrondissement","€1,333"
Charming Studio for Two,1 Room,2 adults,23 m²,"Paris, 18th Arrondissement","€2,000"
Lovely 35m² Apartment near Sacré-Cœur and Montmartre,2 Rooms,3 adults,35 m²,"Paris, 18th Arrondissement","€2,778"
Stylish 1-Bedroom Apartment with High-speed Internet and Great Location- Pigalle,2 Rooms,2 adults,40 m²,"Paris, 18th Arrondissement","€2,528"
Charming flat in Montmartre,2 Rooms,2 adults,40 m²,"Paris, 18th Arrondissement","€1,800"
Paris 9th: Cozy and Connected: 55m2 Apartment with Smart Amenities and Comfy Bedrooms,3 Rooms,4 adults,55 m²,"Paris, 18th Arrondissement","€4,556"
"Studio in the heart of the Village des Abbesses, 7 minutes' walk from the Basilique du Sacré-Cœur de Montmartre",1 Room,2 adults,9 m²,"Paris, 18th Arrondissement","€1,222"
"Beautiful sunny room with balcony in a flatshare, Paris 18e",3 Rooms,1 adult,48 m²,"Paris, 18th Arrondissement",€755
Sublet Paris 18e July - August,3 Rooms,1 adult,47 m²,"Paris, 18th Arrondissement",€755
Lovely & cozy apartment in the city center 3 mins from The Moulin Rouge,1 Room,4 adults,80 m²,"Paris, 18th Arrondissement","€2,950"
"Charming duplex 50m², Paris",2 Rooms,2 adults,50 m²,"Paris, 18th Arrondissement","€2,333"
"Charming 28m² Apartment on the 3rd Floor, Fully Equipped and Quiet",2 Rooms,2 adults,28 m²,"Paris, 18th Arrondissement","€1,378"
Magnificent studio 15 minutes walk from Montmarte,1 Room,2 adults,13 m²,"Paris, 18th Arrondissement",€989
Charming duplex with a view over the Sacré Coeur,3 Rooms,3 adults,55 m²,"Paris, 18th Arrondissement","€2,400"
"Flat to rent in Montmartre district, Paris 18th",2 Rooms,2 adults,60 m²,"Paris, 18th Arrondissement","€1,750"
Lovely one bedroom -  Sacré Cœur,2 Rooms,2 adults,37 m²,"Paris, 18th Arrondissement","€2,333"
Great one bedroom flat with great view of Paris roofs,2 Rooms,4 adults,47 m²,"Paris, 18th Arrondissement","€2,900"
"2 Bedroom Flat, with Sacre-Coeur View",3 Rooms,4 adults,48 m²,"Paris, 18th Arrondissement","€5,000"
2 Bedroom flat close to Montmartre,3 Rooms,4 adults,47 m²,"Paris, 18th Arrondissement","€5,000"
Quiet suite - great view!,3 Rooms,2 adults,35 m²,"Paris, 18th Arrondissement","€2,200"
"Charming 33m² Apartment near Metro Pigalle, 10 Minutes to Sacré-Cœur",2 Rooms,6 adults,33 m²,"Paris, 18th Arrondissement","€2,500"
Luxurious 2-bedroom Design Apartment in the heart of Paris' 10th arrondissement,2 Rooms,5 adults,70 m²,"Paris, 18th Arrondissement","€5,000"
Cute & modern home with nice city view,1 Room,2 adults,50 m²,"Paris, 18th Arrondissement","€3,000"
Chic Parisian Boudoir Studio,1 Room,2 adults,25 m²,"Paris, 18th Arrondissement","€2,122"
Furnished flat rental paris 18 ideal for short/medium stays,1 Room,1 adult,21 m²,"Paris, 18th Arrondissement","€1,650"
Fully refurbished flat (2 bedrooms) in Haussemann house in Montmartre area in quiet street,3 Rooms,4 adults,67 m²,"Paris, 18th Arrondissement","€2,599"
Flat in the heart of the 18 arrondissement of Paris,2 Rooms,2 adults,33 m²,"Paris, 18th Arrondissement","€1,700"
Awesome and wonderful home in the heart of town,2 Rooms,3 adults,50 m²,"Paris, 18th Arrondissement","€50,000"
"Charming flat in private alley - Montmartre, Paris",2 Rooms,3 adults,50 m²,"Paris, 18th Arrondissement","€12,000"
Studio parisien,1 Room,2 adults,14 m²,"Paris, 18th Arrondissement","€3,000"
Awesome loft with nice city view,1 Room,1 adult,12 m²,"Paris, 18th Arrondissement","€12,000"
Charmant appartement neuf Paris,3 Rooms,2 adults,39 m²,"Paris, 19th Arrondissement","€1,700"
Beautiful flat Rosa Parks- La Villette in Paris,3 Rooms,4 adults,72 m²,"Paris, 19th Arrondissement","€2,112"
Co-living: spacious 17 m² bedroom,1 Room,1 adult,17 m²,"Paris, 19th Arrondissement","€1,056"
Superb apartment with great view - VELLEFAUX,3 Rooms,5 adults,51 m²,"Paris, 19th Arrondissement","€3,539"
Co-living: 11 m² room,1 Room,1 adult,11 m²,"Paris, 19th Arrondissement","€1,033"
Flat near La Villette,2 Rooms,2 adults,43 m²,"Paris, 19th Arrondissement","€1,800"
Co-living: superb 11 m² bedroom,1 Room,1 adult,11 m²,"Paris, 19th Arrondissement","€1,056"
Urban Elegance: Stylish 43m² Apartment with Double-Glazed Tranquility,2 Rooms,2 adults,43 m²,"Paris, 19th Arrondissement","€2,333"
Cosy studio - View on the Canal de l'Ourcq,1 Room,2 adults,15 m²,"Paris, 19th Arrondissement","€1,367"
Cosy Studio - Buttes Chaumont / Botzaris,1 Room,2 adults,15 m²,"Paris, 19th Arrondissement","€1,222"
Charming and authentic 2-room apartment,2 Rooms,2 adults,36 m²,"Paris, 19th Arrondissement","€1,800"
Beautiful Parisian loft front of the Canal,2 Rooms,2 adults,58 m²,"Paris, 19th Arrondissement","€2,080"
Flat in the 19th arrondissement of Paris,2 Rooms,2 adults,33 m²,"Paris, 19th Arrondissement","€2,333"
Co-living: 12 m² room.,1 Room,1 adult,11 m²,"Paris, 19th Arrondissement","€1,000"
Buttes-Chaumont-Bright and lovely 1-BR apartment,2 Rooms,2 adults,48 m²,"Paris, 19th Arrondissement","€2,500"
"Superb accommodation on Avenue de Flandre in a modern building, perfect for students or professionals",2 Rooms,4 adults,52 m²,"Paris, 19th Arrondissement","€2,750"
Co-living: 9 m² room.,1 Room,1 adult,9 m²,"Paris, 19th Arrondissement",€944
Co-living: charming 12 m² room,1 Room,1 adult,12 m²,"Paris, 19th Arrondissement","€1,000"
Nice studio 2pers. / Quai de Jemmapes - Colonel Fabien,1 Room,2 adults,27 m²,"Paris, 19th Arrondissement","€1,889"
"Cosy studio in the heart of Belleville, close to transport.",1 Room,2 adults,18 m²,"Paris, 19th Arrondissement","€1,556"
"Cosy studio in the heart of Belleville, close to transportation.",1 Room,2 adults,15 m²,"Paris, 19th Arrondissement","€1,344"
Bright studio - 19th arrondissement of Paris,1 Room,2 adults,28 m²,"Paris, 19th Arrondissement","€2,000"
Charming Flat in Paris 19th,2 Rooms,2 adults,30 m²,"Paris, 19th Arrondissement","€1,778"
"Magnificent flat located in the 10th district of Paris, surrounded by numerous shops and means of transport.",3 Rooms,4 adults,77 m²,"Paris, 19th Arrondissement","€5,556"
Charming studio of 13m² on the 7th floor near Montmartre and the Goutte d'Or,1 Room,2 adults,13 m²,"Paris, 19th Arrondissement","€1,333"
Charming Studio for Two,1 Room,2 adults,23 m²,"Paris, 19th Arrondissement","€2,000"
3-bedroom family apartment in a typical neighborhood near Parc des Buttes Chaumont,4 Rooms,6 adults,92 m²,"Paris, 19th Arrondissement","€4,000"
Spacious apartment - La Villette,2 Rooms,2 adults,60 m²,"Paris, 19th Arrondissement","€3,556"
MAGNIFIQUE 3 PIECES MEUBLE  PISCINE SAUNA SALLE SPORT,3 Rooms,4 adults,70 m²,"Paris, 19th Arrondissement","€3,450"
Paris Rosa Parks - Spacious 1-BR apartment,2 Rooms,4 adults,37 m²,"Paris, 19th Arrondissement","€3,255"
"Huitième ciel Gorgeous, quiet apartment close to park",3 Rooms,4 adults,67 m²,"Paris, 19th Arrondissement","€2,600"
Modern & fantastic apartment close to city center,2 Rooms,4 adults,45 m²,"Paris, 19th Arrondissement","€2,550"
FURNISHED Studio - FROM MID APRIL UNTIL MID JULY 2024 FLAT OF 22 M2,1 Room,2 adults,22 m²,"Paris, 19th Arrondissement","€1,350"
"Cozy, modern  Appartement",1 Room,4 adults,89 m²,"Paris, 19th Arrondissement","€3,100"
Cosy duplex 4P- Buttes Chaumont,2 Rooms,4 adults,20 m²,"Paris, 19th Arrondissement","€2,273"
Parisian Apartement at Belleville,3 Rooms,2 adults,60 m²,"Paris, 19th Arrondissement","€3,000"
Apartment in the 19th arrondissement,1 Room,1 adult,30 m²,"Paris, 19th Arrondissement","€2,000"
"Refurbished, streamlined apartment",3 Rooms,2 adults,61 m²,"Paris, 19th Arrondissement","€2,400"
Cosy Little Studio Flat in Bohemian Paris,1 Room,2 adults,20 m²,"Paris, 19th Arrondissement","€1,300"
Awesome and cute home in vibrant neighbourhood,2 Rooms,20 adults,202 m²,"Paris, 19th Arrondissement","€15,000"
Luxury Paris,1 Room,2 adults,15 m²,"Paris, 19th Arrondissement","€1,695"
Architect design loft located in a trendy neighborhood. 5 minutes walk away from an Olympic training swimming center.,5 Rooms,5 adults,170 m²,"Paris, 19th Arrondissement","€10,000"
Charming apartment close to Canal Saint Martin,1 Room,2 adults,43 m²,"Paris, 19th Arrondissement","€2,800"
Lovely Flat - Gambetta 2BR,3 Rooms,4 adults,63 m²,"Paris, 19th Arrondissement","€2,600"
Modern studio with balcony at Les Buttes Chaumont,1 Room,2 adults,27 m²,"Paris, 19th Arrondissement","€1,850"
Bright & awesome flat conveniently located (Paris),1 Room,2 adults,27 m²,"Paris, 19th Arrondissement","€1,490"
Gorgeous & pretty apartment,4 Rooms,8 adults,89 m²,"Paris, 19th Arrondissement","€5,500"
Lovely apartment near Buttes-Chaumont Parc,1 Room,4 adults,36 m²,"Paris, 19th Arrondissement","€4,000"
Luxurious 2-bedroom Design Apartment in the heart of Paris' 10th arrondissement,2 Rooms,5 adults,70 m²,"Paris, 19th Arrondissement","€5,000"
Studio parisien,1 Room,2 adults,14 m²,"Paris, 19th Arrondissement","€3,000"
"Bright 2-Room flat, recently renovated, with double bed and living room near Nation with all appliances",2 Rooms,2 adults,43 m²,"Paris, 20th Arrondissement","€2,650"
ATYPIQUE AND LUMINOUS T1,1 Room,2 adults,23 m²,"Paris, 20th Arrondissement","€1,600"
"Nice duplex in the 11th arrondissement, Village Faidherbe",3 Rooms,4 adults,66 m²,"Paris, 20th Arrondissement","€3,400"
Apartment in the 11th district of Paris,2 Rooms,2 adults,24 m²,"Paris, 20th Arrondissement","€1,380"
"Cozy and bright apartment, Gambetta-Père Lachaise district",2 Rooms,2 adults,38 m²,"Paris, 20th Arrondissement","€1,700"
Fantastic apartment in vibrant neighbourhood,2 Rooms,3 adults,34 m²,"Paris, 20th Arrondissement","€1,200"
Judson - 2 Bedrooms and terrace in Charonne (11 Arr.),2 Rooms,4 adults,107 m²,"Paris, 20th Arrondissement","€5,244"
Loft of 73m² - Quartier Oberkampf (Paris 11),2 Rooms,5 adults,73 m²,"Paris, 20th Arrondissement","€3,710"
"Modern 50m2 flat, nestled in the cultural and dynamic heart of the 12th arrondissement.",2 Rooms,4 adults,50 m²,"Paris, 20th Arrondissement","€3,333"
ID 422 - Roquette/ rue de la Folie Regnault,2 Rooms,3 adults,45 m²,"Paris, 20th Arrondissement","€2,100"
Cosy Studio - Buttes Chaumont / Botzaris,1 Room,2 adults,15 m²,"Paris, 20th Arrondissement","€1,222"
Beautiful studio in Paris XI,1 Room,1 adult,12 m²,"Paris, 20th Arrondissement","€1,200"
Stunning 1 bedroom apartment of 33m2 located in the 20th arrondissement of Paris,2 Rooms,2 adults,33 m²,"Paris, 20th Arrondissement","€2,470"
Spacious flat with balcony -11th arrondissement,5 Rooms,6 adults,84 m²,"Paris, 20th Arrondissement","€4,667"
Spacious and Modern 52m² Apartment with Full Amenities in Prime Location,1 Room,4 adults,52 m²,"Paris, 20th Arrondissement","€2,500"
2-room flat - Gare de Lyon,2 Rooms,4 adults,31 m²,"Paris, 20th Arrondissement","€2,094"
"Charming Mezzanine Studio in the Heart of the 11th District, Paris",1 Room,2 adults,20 m²,"Paris, 20th Arrondissement","€1,636"
Quiet apartment in vibrant neighbourhood,2 Rooms,2 adults,26 m²,"Paris, 20th Arrondissement","€2,333"
Co-living : 11m² room,1 Room,1 adult,11 m²,"Paris, 20th Arrondissement","€1,122"
Cristalinas - 2 rooms in Charonne (11 Arr.),1 Room,4 adults,74 m²,"Paris, 20th Arrondissement","€4,805"
"Cosy studio in the heart of Belleville, close to transport.",1 Room,2 adults,18 m²,"Paris, 20th Arrondissement","€1,556"
"Cosy studio in the heart of Belleville, close to transportation.",1 Room,2 adults,15 m²,"Paris, 20th Arrondissement","€1,344"
Charming 1 bedroom in the 11th,1 Room,2 adults,38 m²,"Paris, 20th Arrondissement","€2,550"
"Spacious, cozy home close to park",2 Rooms,2 adults,29 m²,"Paris, 20th Arrondissement","€1,900"
2 bedroom 2 bathroom in the heart of the charming 12th,3 Rooms,3 adults,55 m²,"Paris, 20th Arrondissement","€2,893"
Charming Studio in the Heart of Vibrant Paris,1 Room,2 adults,20 m²,"Paris, 20th Arrondissement","€1,778"
3-bedroom family apartment in a typical neighborhood near Parc des Buttes Chaumont,4 Rooms,6 adults,92 m²,"Paris, 20th Arrondissement","€4,000"
Furnished apartment 2 rooms - Gare de Lyon,2 Rooms,2 adults,31 m²,"Paris, 20th Arrondissement","€2,111"
Charming 26m² Studio in the Heart of Paris' 11th Arrondissement,1 Room,2 adults,26 m²,"Paris, 20th Arrondissement","€2,178"
Superb apartment at 1 min from Père Lachaise,3 Rooms,5 adults,65 m²,"Paris, 20th Arrondissement","€4,444"
Super Studio bright - Gambetta,1 Room,2 adults,22 m²,"Paris, 20th Arrondissement","€2,121"
"Very nice flat completely refurbished and decorated with taste, located in the heart of the 11th district of Paris.",2 Rooms,2 adults,34 m²,"Paris, 20th Arrondissement","€2,778"
Stylish and Cozy Apartment with Private Balcony in MAUR,2 Rooms,4 adults,35 m²,"Paris, 20th Arrondissement","€3,089"
41.Appart 4Pers#1 Bedroom #Père Lachaise #Nation,2 Rooms,4 adults,35 m²,"Paris, 20th Arrondissement","€2,400"
Cozy Studio in the Heart of the City,1 Room,2 adults,30 m²,"Paris, 20th Arrondissement","€2,444"
Paris Davout - Comfortable studio in the 20th district of the capital,1 Room,2 adults,19 m²,"Paris, 20th Arrondissement","€2,015"
Super 2BDR w TERRACE - Charonne / Pere Lachaise,3 Rooms,6 adults,55 m²,"Paris, 20th Arrondissement","€4,444"
"Huitième ciel Gorgeous, quiet apartment close to park",3 Rooms,4 adults,67 m²,"Paris, 20th Arrondissement","€2,600"
"Lovely & amazing home Gambetta , near Pere Lachaise",2 Rooms,2 adults,35 m²,"Paris, 20th Arrondissement","€1,900"
Cosy studio near Atelier des Lumières,1 Room,2 adults,14 m²,"Paris, 20th Arrondissement","€1,556"
FURNISHED Studio - FROM MID APRIL UNTIL MID JULY 2024 FLAT OF 22 M2,1 Room,2 adults,22 m²,"Paris, 20th Arrondissement","€1,350"
"Cozy, modern  Appartement",1 Room,4 adults,89 m²,"Paris, 20th Arrondissement","€3,100"
Parisian Apartement at Belleville,3 Rooms,2 adults,60 m²,"Paris, 20th Arrondissement","€3,000"
25m2 flat close to Nation - Paris 11,1 Room,3 adults,25 m²,"Paris, 20th Arrondissement","€1,600"
"Refurbished, streamlined apartment",3 Rooms,2 adults,61 m²,"Paris, 20th Arrondissement","€2,400"
Cosy Little Studio Flat in Bohemian Paris,1 Room,2 adults,20 m²,"Paris, 20th Arrondissement","€1,300"
"Cozy Room in Spacious Apartment with Elevator Access – Mostly Private, Shared with Landlord Only 2 Days a Week",2 Rooms,2 adults,16 m²,"Paris, 20th Arrondissement","€1,150"
Furnished studio,2 Rooms,1 adult,20 m²,"Paris, 20th Arrondissement","€1,500"
Awesome and cute home in vibrant neighbourhood,2 Rooms,20 adults,202 m²,"Paris, 20th Arrondissement","€15,000"
Architect design loft located in a trendy neighborhood. 5 minutes walk away from an Olympic training swimming center.,5 Rooms,5 adults,170 m²,"Paris, 20th Arrondissement","€10,000"
"Spacious & quiet loft in nice area, Paris",2 Rooms,2 adults,44 m²,"Paris, 20th Arrondissement","€2,500"
Nice location in 20th Paris near subway gambetta,2 Rooms,2 adults,42 m²,"Paris, 20th Arrondissement","€1,600"
Lovely Flat - Gambetta 2BR,3 Rooms,4 adults,63 m²,"Paris, 20th Arrondissement","€2,600"
Modern studio with balcony at Les Buttes Chaumont,1 Room,2 adults,27 m²,"Paris, 20th Arrondissement","€1,850"
Lovely apartment near Buttes-Chaumont Parc,1 Room,4 adults,36 m²,"Paris, 20th Arrondissement","€4,000"
Neat & cute Full furnish apartment  Paris 11eme,2 Rooms,2 adults,51 m²,"Paris, 20th Arrondissement","€1,990"
Fashionable and fantastic suite in the heart of town,1 Room,2 adults,28 m²,"Paris, 20th Arrondissement","€2,200"
Bright & charming loft,2 Rooms,3 adults,45 m²,"Paris, 20th Arrondissement","€7,500"
